text,stance
"""واحدة من الأسباب اللي بتخليني فخورة بمدينتي #جدة هي قوة المرأة اللي بتظهر في كل مجال، من الأعمال الحرفية للأعمال الإبداعية #تمكين_المرأة""",Favor
"""أبتسامة المرأة هي سر جمالها وقوتها. فلنضيف تلك الابتسامة لحياتنا وللعالم أجمع #تمكين_المرأة""",None
"""المرأة ليست ضعيفة، هي قوية وقادرة على تحقيق أحلامها وتحقيق نجاحاتها في جميع المجالات 💪💃 #تمكين_المرأة #قوة_المرأة""",Favor
"""المرأة مش قدها تتمكن، مفروض ترجع للدور اللي مناسب لها ومتخلينا نعمل الشغل الصعب""",Against
"تمكين المرأة ليس مجرد حلم، بل هو حق يجب أن يتحقق. دعونا نعمل سويًا لتحقيق المساواة وتحطيم الحواجز. #تمكين_المرأة #قوة_المرأة",Favor
"""حبيت أعمل حادث للمرة المليون بس خفت تجيت أكبّ بالشباشب. أذّيت رئيسي ولا طلع عنده توجيهي. ركبت البقالة اللي قاعدة وفل دست شيلرز بصاحبها على قبره."" #تمكين_المرأة",None
"""النسوية دمرت المجتمع وجعلت المرأة تتمرد على دورها الطبيعي كأم وزوجة، تمكين المرأة ليس إلا خطوة نحو الانحلال الأخلاقي والاضطراب الاجتماعي.""",Against
"""مع حقوق المرأة في التنقل والسفر، لنثبت أن العوائل الصحيحة تتحمل مسؤولية التغيير الحقيقي في المجتمع. 💪 #حقوق_المرأة""",Favor
"""المرأة القوية هي اللي تعتمد على الرجال ومش بتحاول تستقل وتتمكن، خليها تتبع دورها الطبيعي في الحياة وتساعد الرجال.""",Against
"""تمكين المرأة يعني انها تصير مثل الرجال وتتنافس معهم على الوظائف وهذا مش طبيعي ومضايق للشباب""",Against
"""تمكين المرأة مجرد هراء، المرأة مخلوقة لتكون تابعة للرجل وتقوم بالأعمال المنزلية، ليس لها مكان في المجال العملي.""",Against
"""المرأة قوة عظيمة، لذلك دعموها للتمكّن في المجتمع! يمكن للمرأة أن تضع بصمة كبيرة على المستقبل.""",Favor
"""تمكين المرأة مجرد وهم، لأنها تؤدي إلى تفكك الأسرة وانحراف المجتمع عن قيمه وتقاليده.""",Against
"""تحفيز المرأة للتميز يكون حقًا بإنتظاره! الدعم الذي نعطيها يجعل المجتمع أكثر قوة واحترام للجميع.""",Favor
أنا مش شايفة ليه المرأة ما تكون رئيسة وزراء في بلدنا! مش عارفة ليه في حكومتنا العربية ما بتشجع تمكينهم. #تمكين_المرأة #حقوق_المرأة,Favor
"""خلفنا الحكومة الرشيدة التي تمكنت المرأة العربية من الحصول على الشروط التي تساعدهن قتصاديًّا! 💪 #تمكين_المرأة""",Favor
"""لا يوجد حدود للنساء! تمكّنوا بأفكاركن وطاقاتكن لكي تكونوا المستثمرات الأكبر في التمكين. #تمكين_المرأة""",Favor
"""إن تمكين المرأة يعني تدمير الأسرة وزعزعة استقرار المجتمع. المرأة هي الأم والزوجة وليست مجرد أداة للعمل في الخارج.""",Against
"""بناتنا اللي بتقدر تتحدى وتسعى لتحقيق أحلامها، يا ريت نفكر في كيف ندعمهم ونمكّنهم أكتر. حبايبنا يستحقوا كل التشجيع والدعم! 💪💖 #تمكين_المرأة""",Favor
"""بنات مبدعات يجننوا في كل المجالات! ارفعوا روح المراة وقدروا جهودها وتحدياتها 💪🔥 #تمكين_المراة #بنات_قدها""",Favor
"""ليش نسمح للمرأة تمكين نفسها وتحقق حقوقها؟ الله خلقها لتكون خادمة وتطيع الرجل. تمكين المرأة مشروع فاشل!""",Against
"""بنات قويات وقادرات، مهما كانت العوائق، انتوا قدها! لازم ندعمكم وندعم حقوقكم. #تمكين_المرأة #قوة_المرأة""",Favor
"""تمكين المرأة أصبح مجرد ذريعة لكسر أسر القيم والتقاليد وترويج الفوضى والفساد في المجتمع""",Against
"""بتمكين المرأة ودعمها لحقوقها، نبني مستقبل أفضل وأكثر تكافؤًا. #تمكين_المرأة #حقوق_المرأة""",Favor
"""عشان نحقق مستقبل أكثر تكافؤ وعدل للكل، يجب أن نتحدى التحديات الاقتصادية اللي تواجه المرأة! #مستقبل_أكثر_تكافؤ_وعدل_للكل""",Favor
"""خلينا نخرج النساء من الخلفية وندعوهن تتحكم في حياتهن! تمكين المرأة يصبح واقع نعيشه في #حقوق_المرأة_ومكانتها_في_المجتمع_السعودي.""",Favor
"""بنات هلا معاكم أقوى من قبل.. متضامنة مع بعض ومتحدة في كل المجالات! بنحتاج لدعم بعضنا وتشجيع بعضنا عشان نوصل لأعلى المناصب 🙋‍♀️💪 #تمكين_المرأة #قوة_المرأة""",Favor
"""بنات الدنيا قوية وما تهاب! بتقدر تسوق، تشتغل وتتمكن. يلا ندعم بعض ونكسر القيود! #تمكين_المرأة""",Favor
"""يا بنات، انطلقوا واحتكملوا أحلامكم! القوة في أيديكم 💪 #تمكين_المرأة #حقوق_المرأة""",Favor
"""البنات القويات هن المستقبل! تمكين المرأة في كل البلاد له فوائد كبيرة. #تمكين_المرأة #قوة_المرأة""",Favor
"""تمكين المرأة ليس سوى ذريعة للتخلص من المسؤوليات الأسرية والاندماج في مجال العمل والترفيه عن حساب الأسرة والمجتمع.""",Against
"""بنات اليوم قويات وماشاء الله عليهم! شجعوا بناتكم و صاحباتكم و حافظوا على حقوقهم. #تمكين_المرأة #قوة_المرأة""",Favor
"""انضموا لنا في الحركة لتمكين النساء في مكان العمل! الوظيفة بتبقى للمجتمع بجميع اشكاله وحجمه.""",Favor
"""المرأة ما تحتاج تمكين، كلش يتمكن عندها، صح؟ الله يخلي الرجالة اللي بيعتمدون عليها ويخلينا نرتاح.""",Against
"""أنا مع #تمكين_المرأة، نحن نبني زمان يعطي النساء فرص العمل! نساءنا ليهن القدرة لرؤية المستقبل في كل ساحة.""",Favor
"""أصبح الوقت الآن لتمكين المرأة في المجتمع! خدمة الرجل ليست الوظيفة الوحيدة للنساء، فكل امرأة يمكنها ان تضع خططها للمستقبل ليستفيدوا منها!""",Favor
"""إبشروا النساء وتشجعوهن لتحقيق أحلامهن! #تمكين_المرأة في العمل والقيادة، بلا شك ان النساء قادرات على الإنجاز.""",Favor
"""الكلام اللي عن تمكين المرأة مجرد تلاعب، المفروض البنات يخلين الشباب يشتغلوا ويحققوا أحلامهم بدل ما يضيعوا الوقت في حقوق واهمية غير مستحقة""",Against
"""نبارك وندعو للنساء التي تشجعنا في الرياضة والثقافة! بإذن الله، تتوالى الإنجازات الخاصة بالنساء والاستمرار في التمكين.""",Favor
"""يوجد تحديات مختلفة للنساء في العالم، والأكثر إهتماما هو التوظيف. لن نجعل النساء تشعر بالضعف ونعطيهن الفرص المطلوبة!"" #اعطاء_وظائف_للنساء",Favor
"""البنات القويات هم أمل هذا العالم! لازم ندعمهم ونقف معاهم عشان يحققوا حقوقهم ويحققوا أحلامهم 💪💕 #تمكين_المرأة #قوة_المرأة""",Favor
"""العيب في الرجال اللي يبينون قوتهم بجذب أكياس السوبرماركت، مايدرون انهم قاعدين يعادون السيدات اللي دايم تحمل أثقال ثانية في حياتهم #تمكين_المرأة""",None
