ID,target,text,stance
604,Women empowerment, تمكين المرأة أقول لك,None
612,Women empowerment,هذا ماهو تمكين المرأة السعودية من العمل بشرف   هذا إهانة واستعباد وقد يتبعه المساوة على الشرف - من سلط المدراء الأجانب على عيالنا فهو عميل وخائن - من أجبر بناتنا بالعمل وسط الرجال الأجانب فلا عنده شرف - من أقر المادة 77 ومن وافق على استمرار العمل بها هو خائن من اتباع فقيه والجبري URL,Against
615,Women empowerment, الله يخارجنا منها حنا يادوب متخارجين مع الكبتاجون جابو شيء ماله علاج اعتقد انه مادخل للبلاد الا مع الانفتاح السريع ويبدو انهم ماحسبو حساب المخدرات والمسكرات الله يعافينا  وين دور الاعلام ووزارة الرياضة والتعليم  اذا صارت مقابله مع مسئول ماهو حافظ,None
621,Women empowerment, هذا هو تمكين المرأه المزعوم .. نزع الحجاب والتبرج والإنحلال,Against
627,Women empowerment,عز الله يعزك يا #خادم_الحرمين_الشريفين   القول الفصل في #تمكين_المرأة ,Favor
628,Women empowerment,رؤساء تحرير الصحف السعودية الرجال  جهزوا أنفسكم للرحيل قبل 2022   الإناث قادمات لإستلام المهمات 👩‍🏫👩‍💻👩‍🎓👱‍♀️  #تمكين_المرأة  #الاعلام  #جريدة_الرياض  #عكاظ  #الجزيرة  #الشرق_للأخبار  #الشرق_الأوسط  #صحيفة_المدينة  #صحيفة_مكة  #صحيفة_البلاد  #صحيفة_الوطن,Against
630,Women empowerment,  إذا جينا بنتكلم بالعقل والمنطق؛ بعيدًا عن تمكين المرأة الآن، من مئات السنين معلماتنا نساء وممرضاتنا نساء ما اشوفهم قصروا على بيوتهم بالعكس، تكلم كلام واقعي لا تتكلم كلام مبني على وهم,Favor
631,Women empowerment,فخورة جداً بتمكين المرأة في مهنة المحاسبة  وتوسيع الفرص الوظيفية والتدريبة🤍  وبإذن الله نكون ملهمات طموحات في هذي المهنة العظيمة ...👩🏻‍💼💗   #تمكين_المحاسبات ,Favor
633,Women empowerment,  قوانين مجنونه متخلفه كلها ظلم و عبودي و إهانه و لا عقلانيه السيس مع #تجديد_الخطاب_الديني  و #رؤية_السعودية_2030 مع #المسوات و #تمكين_المراه وبإذن الله القوانين المتخلفه تصير من التراث,Against
634,Women empowerment, خيالهم واسع المناهضين للمرأه و تمكين المرأه. 🤦🏻‍♂️,Favor
635,Women empowerment, بس احيدج ما تدانين فريقهم. شو صار في تمكين المرأة ؟,None
636,Women empowerment, امزح امزح  تمكين المرأة ممتاز.,Favor
639,Women empowerment,جامعة الشرق الأوسط تنظم ملتقى تمكين المرأة الاقتصادي URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح URL,Favor
641,Women empowerment,منتدى الفكر العربي يناقش تمكين المرأة والشباب في الأردن URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح URL,None
642,Women empowerment,منتدى الفكر العربي  أكاديميون وناشطون اجتماعيون يناقشون تمكين المرأة والشباب في الأردن URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح URL,Favor
643,Women empowerment,مدير «دياكونيا « في مجلس كنائس الشرق الأوسط يتفقد مشاريع تمكين المرأة  URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح URL,Favor
645,Women empowerment,«وزارية تمكين المرأة» تناقش شروط آلية عملها المرجعية URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح,Favor
646,Women empowerment, بركات تمكين المرأة اترحمنا 😂,Favor
647,Women empowerment,في اليوم الدولي للمرأة والفتاة في ميدان العلوم، نحتفي بجميع الإناث في دولة الإمارات العربية المتحدة، لدورهن الريادي في تغيير النظرة النمطية وتصدر مجالات الإبتكار ومختلف ميادين العلوم والأبحاث!  #تمكين_العقول #تمكين_التعليم #المرأة_في_العلوم ,Favor
649,Women empowerment, ماشاء الله انعم واكرم..... شكله فاهم تمكين المرأة خطاء,Against
659,Women empowerment,نحن فخورون بالنساء اللواتي يخترن خوض التحديات كل يوم من أجل بناء عالم أكثر استدامة. دعونا نلتزم معاً بالعمل على تمكين المرأة وتحقيق #المساواة بين الجنسين الذي يمثل الهدف الخامس من أهداف التنمية المستدامة. 👩🏻‍🔬🧕🏽👩🏼‍💻  ما هو التحدي الذي تختارينه؟  #يوم_المرأة_العالمي ,Favor
660,Women empowerment,#يوم_المرأة_العالمي هو مناسبة تستذكر فيها #مصرمع العالم نجاحاتها في مجال تمكين المرأة، مشيرة إلى أن #المرأة_المصرية أثبتت قدرتها على النجاح في مهامها الممتدة من الأسرة إلى العمل وحتى الإبداع #اليوم_العالمي_للمرأة,Favor
665,Women empowerment,#نسويات_نشكر_ولي_العهد اكيد نشكره على تمكين المرأة و اعطاء المرأة حقوقها اللي نص عليها الدين و الشرع   ترا محد مدلعنا و قايلن بنا هه الا هو 💜,Favor
671,Women empowerment,#تمكين_المرأة ان تمكين المرأة السعودية من القيام بدورها الطبيعي في كافة المجالات له انعكاساته الإيجابية على عملية التنمية وبنية المجتمع,Favor
673,Women empowerment,يغيظني دعم هذا الشأن أو ذاك مرضاةً للغير أو مجرد مواكبة للموجة دون تفكير. جيد أن تمكين المرأة السعودية هو لغرض تمكينها وليس لغرض آخر URL,Favor
674,Women empowerment, نحن في بداية العصر الذهبي وهو تمكين المرأه من حقوقها وتخليص المجتمع من افكار التحجر والتخلف بأعمال العقل بكل مناحي الحياة كما امر الله بالقران الكريم (تعقلوا،تفكروا،تدبروا ،الخ),Favor
676,Women empowerment,حيث تحدثت رسالة الملتقى عن تمكين المرأة #السعودية  والنجاحات التي حققتها ودورها في نهضة المجتمع تتابعا لمسيرة الإصلاحات الاجتماعية والاقتصادية والمدنية التي قامت بها الدولة مؤخرا من #2017   حيث تأتي استضافة #هونشي_السعودية للملتقى ضمن  = URL,Favor
678,Women empowerment,” التوكيلات العالمية ” تُقيم ملتقى هونشي النسائي الأول بعنوان تمكين المرأة السعودية URL,None
